,questionnaire_id,global_id,Edad,Profesion,Estudios,Calor1_Escala,Telequinesis1_Escala,Magnetismo1_Escala,Cosmica1_Escala,Cuantica1_Escala,Presion1_Escala,Aura1_Escala,Electricidad1_Escala,Poderes1_Escala,NoLoSe1_Escala,Comentario,RelevanciaMano,Calor2_Escala,Telequinesis2_Escala,Magnetismo2_Escala,Cosmica2_Escala,Cuantica2_Escala,Presion2_Escala,Aura2_Escala,Electricidad2_Escala,Poderes2_Escala,NoLoSe2_Escala,HayTruco?,Bailar,Cocinar,Matematica,TV,Construir,Oficina,Tarot,Leer,Religion,Reparar,Programar,Correr,Acertijos,Astrologia,Deportes,Debatir,Magia,Electronica,Origen,Justificacion1,Podria1,Justificacion2,Podria2
15,['53896'],1003,18-24,Mate/Comp/Sist,Univ en curso,1.0,1.0,0.7142857142857143,1.0,0.8571428571428571,0.7142857142857143,1.0,0.5714285714285714,1.0,Ns/Nc,0,5,1.0,0.7142857142857143,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.2857142857142857,No,3,2,2,4,1,2,NS/NC,0,0,1,2,2,1,3,3,2,4,4,data_CBCF03Ariel,NoLoSe,"['Magnetismo', 'Presion', 'Electricidad']",Poderes,"['Telequinesis', 'Presion', 'Aura', 'Electricidad']"
16,['52510'],1003,25-40,Bio/Qui/Geo/Pale,Univ en curso,0.42857142857142855,1.0,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.5714285714285714,1.0,1.0,0,9,0.42857142857142855,1.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.42857142857142855,1.0,1.0,No,3,2,1,4,2,1,3,3,1,2,2,3,2,4,3,3,2,2,data_CBCF03Ariel,Magnetismo,"['Aura', 'Electricidad']",Magnetismo,['Electricidad']
17,['31653'],1003,18-24,Profesorado Naturales,Secundaria,0.8571428571428571,Ns/Nc,0.14285714285714285,1.0,1.0,0.7142857142857143,0.5714285714285714,0.2857142857142857,1.0,Ns/Nc,0,10,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.42857142857142855,Ns/Nc,Ns/Nc,Si,4,2,3,4,NS/NC,1,2,3,1,1,2,4,4,2,1,3,2,2,data_CBCF03Ariel,Null,"['Calor', 'Cuantica', 'Presion', 'Aura', 'Poderes']",Magnetismo,['Electricidad']
18,['35081'],1003,18-24,Bio/Qui/Geo/Pale,Secundaria,0.5714285714285714,1.0,0.2857142857142857,Ns/Nc,1.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,1.0,Ns/Nc,0,6,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.7142857142857143,0.2857142857142857,1.0,1.0,No,3,3,3,2,2,0,1,4,0,2,2,2,3,3,2,3,2,3,data_CBCF03Ariel,Presion,"['Magnetismo', 'Electricidad']",Magnetismo,"['Aura', 'Electricidad']"
19,['61186'],1003,25-40,Mate/Comp/Sist,Null,0.7142857142857143,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,Ns/Nc,1.0,0.14285714285714285,0,7,0.5714285714285714,1.0,1.0,1.0,0.7142857142857143,0.5714285714285714,1.0,0.2857142857142857,1.0,0.14285714285714285,NoSe,2,3,1,4,3,2,1,3,0,3,4,3,3,2,3,2,1,3,data_CBCF03Ariel,Electricidad,"['Calor', 'Presion']",Electricidad,"['Calor', 'Cuantica', 'Presion']"
20,['44886'],1003,18-24,Mate/Comp/Sist,Univ en curso,0.5714285714285714,0.5714285714285714,0.14285714285714285,1.0,0.5714285714285714,0.5714285714285714,1.0,0.42857142857142855,1.0,Ns/Nc,0,1,0.7142857142857143,0.5714285714285714,0.14285714285714285,1.0,0.5714285714285714,Ns/Nc,1.0,0.42857142857142855,Ns/Nc,Ns/Nc,No,0,4,3,4,2,2,0,4,1,2,4,4,3,1,4,3,4,4,data_CBCF03Ariel,Magnetismo,[],Magnetismo,[]
21,['16080'],1003,25-40,Profesorado Naturales,Secundaria,Ns/Nc,1.0,Ns/Nc,1.0,0.8571428571428571,0.5714285714285714,1.0,0.8571428571428571,1.0,0.14285714285714285,0,10,Ns/Nc,1.0,Ns/Nc,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,0.14285714285714285,NoSe,3,4,3,4,2,3,2,3,1,3,3,4,2,2,4,3,2,3,data_CBCF03Ariel,Magnetismo,['Calor'],Calor,['Magnetismo']
22,['50207'],1003,18-24,Ingenieria (no sist),Universidad,0.5714285714285714,1.0,0.42857142857142855,1.0,0.5714285714285714,0.8571428571428571,1.0,0.2857142857142857,1.0,0.14285714285714285,0,4,0.7142857142857143,Ns/Nc,0.8571428571428571,Ns/Nc,Ns/Nc,0.7142857142857143,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Si,4,3,2,2,3,1,2,4,Null,1,1,3,1,3,2,3,1,2,data_CBCF03Ariel,Electricidad,"['Calor', 'Magnetismo', 'Cuantica', 'Presion']",Electricidad,"['Calor', 'Magnetismo', 'Presion']"
23,['21680'],1003,25-40,Bio/Qui/Geo/Pale,Secundaria,0.5714285714285714,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.2857142857142857,Ns/Nc,0.8571428571428571,Ns/Nc,Ns/Nc,0,7,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.2857142857142857,Ns/Nc,Ns/Nc,No,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,4,NS/NC,NS/NC,NS/NC,NS/NC,data_CBCF03Ariel,Presion,"['Calor', 'Electricidad']",Electricidad,[]
24,['36180'],1003,18-24,Mate/Comp/Sist,Univ en curso,0.14285714285714285,1.0,0.8571428571428571,1.0,1.0,0.5714285714285714,Ns/Nc,Ns/Nc,1.0,Ns/Nc,0,9,0.8571428571428571,1.0,Ns/Nc,1.0,Ns/Nc,0.8571428571428571,1.0,0.2857142857142857,1.0,0.14285714285714285,Si,0,1,3,4,2,1,0,4,1,2,3,2,3,0,3,3,3,3,data_CBCF03Ariel,Calor,"['Magnetismo', 'Presion', 'Electricidad']",NoLoSe,"['Calor', 'Magnetismo', 'Electricidad']"
25,['65326'],1003,25-40,Bio/Qui/Geo/Pale,Terciario,0.8571428571428571,1.0,0.7142857142857143,1.0,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,0,10,1.0,1.0,1.0,1.0,0.42857142857142855,0.2857142857142857,1.0,1.0,1.0,1.0,Si,3,4,4,4,1,0,0,3,0,3,3,2,4,1,2,3,3,3,data_CBCF03Ariel,Cuantica,['Magnetismo'],Presion,['Cuantica']
26,['37597'],1003,18-24,Bio/Qui/Geo/Pale,Univ en curso,0.14285714285714285,1.0,0.5714285714285714,1.0,1.0,0.5714285714285714,1.0,0.5714285714285714,1.0,0.14285714285714285,0,1,0.5714285714285714,1.0,0.5714285714285714,1.0,1.0,0.5714285714285714,1.0,0.5714285714285714,1.0,0.14285714285714285,No,2,3,3,3,3,2,1,2,1,3,3,3,3,2,3,3,3,3,data_CBCF03Ariel,NoLoSe,[],NoLoSe,[]
27,['25714'],1003,18-24,Mate/Comp/Sist,Secundaria,0.14285714285714285,1.0,0.7142857142857143,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,1.0,Ns/Nc,0,1,0.2857142857142857,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5714285714285714,1.0,Ns/Nc,Si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data_CBCF03Ariel,Calor,[],Presion,[]
28,['38823'],1003,18-24,Bio/Qui/Geo/Pale,Terciario,0.5714285714285714,1.0,0.5714285714285714,1.0,1.0,1.0,1.0,Ns/Nc,1.0,Ns/Nc,0,6,0.5714285714285714,1.0,0.5714285714285714,1.0,1.0,0.5714285714285714,1.0,1.0,1.0,Ns/Nc,Si,1,1,1,2,2,2,1,3,2,1,1,1,1,1,1,1,3,2,data_CBCF03Ariel,NoLoSe,"['Calor', 'Magnetismo']",NoLoSe,"['Calor', 'Magnetismo', 'Presion', 'Poderes']"
29,['34318'],1003,18-24,Mate/Comp/Sist,Univ en curso,Ns/Nc,1.0,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,1.0,Ns/Nc,0,7,Ns/Nc,1.0,Ns/Nc,Ns/Nc,Ns/Nc,0.42857142857142855,Ns/Nc,Ns/Nc,1.0,Ns/Nc,Si,3,3,1,3,1,0,NS/NC,NS/NC,0,2,4,3,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,4,data_CBCF03Ariel,Magnetismo,"['Telequinesis', 'Poderes']",Presion,"['Telequinesis', 'Poderes']"
30,['44327'],1003,18-24,Bio/Qui/Geo/Pale,Secundaria,0.8571428571428571,1.0,0.2857142857142857,Ns/Nc,Ns/Nc,0.42857142857142855,1.0,Ns/Nc,Ns/Nc,Ns/Nc,1,5,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,No,3,2,0,4,NS/NC,NS/NC,NS/NC,4,1,3,2,NS/NC,NS/NC,2,NS/NC,3,2,2,data_CBCF03Ariel,Magnetismo,"['Presion', 'Electricidad']",Presion,[]
31,['20767'],1003,18-24,Bio/Qui/Geo/Pale,Secundaria,1.0,1.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,9,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Si,3,3,3,3,2,1,Null,4,1,2,1,4,4,3,3,2,2,2,data_CBCF03Ariel,Ns/Nc,"['Cosmica', 'Cuantica', 'Presion']",Presion,[]
32,['55875'],1003,18-24,Fisica/CsAt/Ocea,NS/NC,0.7142857142857143,1.0,0.5714285714285714,1.0,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.42857142857142855,1.0,0.5714285714285714,0,9,0.42857142857142855,1.0,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,1.0,0.5714285714285714,NS/NC,2,2,2,3,3,1,0,3,1,3,2,2,3,1,2,2,2,2,data_CBCF03Ariel,Cuantica,['Presion'],Magnetismo,['Cuantica']
33,['65235'],1003,25-40,Bio/Qui/Geo/Pale,Univ en curso,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,0,2,Ns/Nc,0.2857142857142857,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,No,3,4,3,4,4,1,1,4,1,4,NS/NC,3,3,1,3,4,3,2,data_CBCF03Ariel,Magnetismo,['Presion'],Cosmica,['Poderes']
34,['33017'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,1.0,1.0,0.2857142857142857,1.0,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.2857142857142857,1.0,Ns/Nc,0,9,0.8571428571428571,1.0,0.42857142857142855,1.0,1.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,1.0,Ns/Nc,No,3,0,4,4,4,2,2,3,1,2,2,1,4,2,2,3,3,2,data_CBCF03Ariel,Magnetismo,['Electricidad'],Electricidad,['Aura']
0,['49003'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,Ns/Nc,1.0,0.7142857142857143,1.0,1.0,0.14285714285714285,1.0,0.5714285714285714,1.0,0.14285714285714285,0,8,0.14285714285714285,1.0,1.0,Ns/Nc,1.0,0.14285714285714285,1.0,0.5714285714285714,Ns/Nc,1.0,Si,1,0,2,4,0,0,0,3,0,0,4,0,4,0,4,3,4,0,data_Dia1,Calor,"['Presion', 'Electricidad']",Presion,['Calor']
1,['27446'],1003,13-17,Null,Secundaria,0.5714285714285714,0.7142857142857143,0.42857142857142855,0.5714285714285714,1.0,Ns/Nc,Ns/Nc,0.2857142857142857,0.8571428571428571,0.7142857142857143,0,4,Ns/Nc,Ns/Nc,Ns/Nc,0.2857142857142857,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,NoSe,4,4,3,3,2,1,NS/NC,3,3,2,2,2,2,2,4,2,3,4,data_Dia1,Electricidad,[],Cosmica,[]
2,['24848'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,Ns/Nc,1.0,Ns/Nc,1,10,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.8571428571428571,1.0,1.0,Si,3,2,Null,2,2,0,0,4,0,2,3,2,4,0,0,1,2,2,data_Dia1,Electricidad,['Magnetismo'],Presion,['Electricidad']
3,['21792'],1003,13-17,Danza/Deportes,Primaria,Ns/Nc,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.2857142857142857,Ns/Nc,Ns/Nc,0,10,Ns/Nc,Ns/Nc,0.5714285714285714,Ns/Nc,0.5714285714285714,0.5714285714285714,Ns/Nc,0.5714285714285714,0.2857142857142857,1.0,NoSe,3,NS/NC,NS/NC,4,NS/NC,NS/NC,NS/NC,4,NS/NC,NS/NC,NS/NC,4,Null,NS/NC,NS/NC,NS/NC,NS/NC,3,data_Dia1,Cosmica,[],Cuantica,[]
4,['35625'],1003,13-17,Economicas,Secundaria,Ns/Nc,0.14285714285714285,0.42857142857142855,Ns/Nc,0.42857142857142855,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,0,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,NoSe,4,3,1,3,3,Null,NS/NC,1,1,2,3,4,4,3,3,3,2,3,data_Dia1,Magnetismo,['Cuantica'],Poderes,[]
5,['27711'],1003,13-17,Economicas,Secundaria,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,0,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia1,NoLoSe,[],Ns/Nc,[]
6,['57947'],1003,NS/NC,NS/NC,NS/NC,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,0,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia1,Ns/Nc,[],Ns/Nc,[]
7,['21059'],1003,>40,Fisica/CsAt/Ocea,Posgrado,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.7142857142857143,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,1.0,1.0,0.7142857142857143,Si,2,3,3,3,3,1,1,3,1,4,3,2,3,1,2,3,2,4,data_Dia1,Ns/Nc,[],Ns/Nc,"['Calor', 'Presion']"
8,['48402'],1003,25-40,Mate/Comp/Sist,Universidad,0.14285714285714285,1.0,0.42857142857142855,1.0,1.0,0.42857142857142855,1.0,0.14285714285714285,1.0,0.5714285714285714,1,5,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,Si,3,3,4,4,4,1,0,3,0,4,4,2,4,0,3,4,3,4,data_Dia1,Calor,"['Presion', 'Electricidad']",Presion,[]
9,['65380'],1003,25-40,Fisica/CsAt/Ocea,Universidad,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.5714285714285714,0,8,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,Si,3,3,2,4,4,1,0,4,0,3,3,3,2,0,2,3,2,3,data_Dia1,NoLoSe,['Calor'],Presion,[]
10,['44874'],1003,25-40,Fisica/CsAt/Ocea,Universidad,0.2857142857142857,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,Si,3,3,3,4,3,1,1,3,1,2,3,1,3,1,3,3,3,3,data_Dia1,Presion,['Calor'],Presion,[]
11,['49885'],1003,25-40,Fisica/CsAt/Ocea,Universidad,0.42857142857142855,1.0,0.14285714285714285,1.0,1.0,0.7142857142857143,1.0,0.5714285714285714,1.0,0.42857142857142855,1,1,0.5714285714285714,1.0,0.42857142857142855,1.0,1.0,0.42857142857142855,1.0,0.7142857142857143,1.0,0.42857142857142855,Si,3,4,4,3,4,0,1,4,0,4,3,2,4,0,0,2,3,4,data_Dia1,Magnetismo,"['Calor', 'Electricidad', 'NoLoSe']",Magnetismo,"['Calor', 'Presion', 'NoLoSe']"
12,['26747'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,Ns/Nc,Ns/Nc,0.42857142857142855,1.0,0.8571428571428571,1.0,1.0,0.7142857142857143,1.0,Ns/Nc,1,5,0.8571428571428571,1.0,0.7142857142857143,1.0,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.7142857142857143,0.14285714285714285,1.0,No,2,NS/NC,3,3,4,2,2,3,1,4,3,0,3,Null,1,2,Null,0,data_Dia1,Magnetismo,['Calor'],Ns/Nc,"['Presion', 'Poderes']"
13,['29222'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,0.5714285714285714,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,1.0,1.0,0.14285714285714285,0,1,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,NoSe,2,3,NS/NC,4,3,2,1,3,1,3,3,3,3,1,2,4,3,3,data_Dia1,NoLoSe,"['Calor', 'Presion']",Presion,[]
14,['60310'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,0.2857142857142857,1.0,0.7142857142857143,1.0,1.0,0.8571428571428571,1.0,0.2857142857142857,1.0,Ns/Nc,0,1,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,Si,4,3,2,4,4,1,0,4,1,3,3,2,3,1,3,2,3,3,data_Dia1,Electricidad,['Calor'],Presion,[]
15,['47032'],1003,25-40,Fisica/CsAt/Ocea,Universidad,0.14285714285714285,1.0,0.5714285714285714,1.0,1.0,0.5714285714285714,1.0,0.5714285714285714,0.14285714285714285,1.0,1,10,1.0,Ns/Nc,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,Ns/Nc,No,2,4,2,3,4,2,0,1,0,4,0,0,2,0,0,4,4,4,data_Dia1,Calor,['Poderes'],Presion,[]
16,['17178'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,0.5714285714285714,1.0,0.5714285714285714,1.0,0.5714285714285714,0.8571428571428571,1.0,1.0,1.0,1.0,0,5,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0,1.0,0.14285714285714285,Si,4,2,3,4,4,2,2,4,1,4,4,0,3,0,1,2,3,3,data_Dia1,Calor,"['Magnetismo', 'Cuantica']",Presion,['NoLoSe']
17,['20038'],1003,18-24,Null,Secundaria,0.5714285714285714,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.14285714285714285,0,8,0.8571428571428571,1.0,0.2857142857142857,1.0,1.0,0.8571428571428571,1.0,Ns/Nc,1.0,1.0,Si,2,4,3,3,3,0,0,4,1,2,NS/NC,3,3,0,4,3,0,1,data_Dia1,Magnetismo,"['Presion', 'Electricidad']",Magnetismo,[]
18,['57382'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,Ns/Nc,0,6,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,Ns/Nc,Si,1,2,3,3,2,0,0,3,0,1,3,3,3,0,3,3,3,1,data_Dia1,NoLoSe,[],NoLoSe,[]
19,['19379'],1003,18-24,Null,Secundaria,0.5714285714285714,1.0,0.14285714285714285,1.0,0.8571428571428571,0.8571428571428571,1.0,0.2857142857142857,1.0,1.0,0,9,1.0,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571,1.0,0.2857142857142857,NS/NC,2,4,3,4,4,0,0,4,0,4,2,3,3,0,4,3,2,2,data_Dia1,Magnetismo,"['Calor', 'Electricidad']",NoLoSe,[]
20,['32199'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,0.42857142857142855,1.0,0.7142857142857143,1.0,0.5714285714285714,0.42857142857142855,1.0,0.5714285714285714,1.0,0.14285714285714285,0,1,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.5714285714285714,No,3,1,2,4,2,0,0,2,0,2,2,3,4,0,4,3,2,2,data_Dia1,NoLoSe,"['Calor', 'Presion']",Presion,['NoLoSe']
21,['33925'],1003,25-40,Fisica/CsAt/Ocea,Universidad,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,1,5,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,NoSe,Null,3,2,2,NS/NC,2,3,NS/NC,1,2,2,3,2,2,3,3,1,2,data_Dia1,Presion,"['Calor', 'Magnetismo', 'Electricidad']",Presion,[]
22,['47762'],1003,25-40,Fisica/CsAt/Ocea,Universidad,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.14285714285714285,0,5,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,NoSe,2,0,2,3,3,2,2,2,1,2,2,2,3,1,3,2,1,1,data_Dia1,Calor,['Poderes'],Aura,['Poderes']
23,['18200'],1003,25-40,Fisica/CsAt/Ocea,Universidad,0.7142857142857143,1.0,0.42857142857142855,1.0,1.0,0.14285714285714285,1.0,0.42857142857142855,1.0,0.5714285714285714,0,10,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,Si,4,2,3,4,1,0,3,4,1,2,2,1,1,1,4,4,1,1,data_Dia1,Presion,"['Magnetismo', 'Electricidad']",Presion,[]
